TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
6997;2024-03-05 08:39:13;162088042.82;26;2;19;2;4053;2024-03-07;2
6998;2024-03-05 08:40:09;117705710.39;2;1;3;1;7121;2024-03-07;2
6999;2024-03-05 08:40:14;146742280.45;24;0;27;0;1765;2024-03-06;2
7000;2024-03-05 08:41:11;369874869.27;17;0;1;0;6010;2024-03-07;2
7001;2024-03-05 08:41:20;103611706.62;23;2;15;2;7226;2024-03-07;2
7002;2024-03-05 08:41:40;21160908.83;6;0;16;0;2608;2024-03-06;2
7003;2024-03-05 08:41:45;228773565.73;7;0;27;0;7223;2024-03-07;2
7004;2024-03-05 08:41:48;84256872.02;23;4;16;4;2640;2024-03-07;2
7005;2024-03-05 08:42:29;139685407.58;14;0;5;0;6325;2024-03-07;2
7006;2024-03-05 08:44:08;48917499.68;4;6;25;6;4413;2024-03-07;2
7007;2024-03-05 08:44:41;72850687.47;18;6;2;6;4829;2024-03-07;2
7008;2024-03-05 08:44:56;211410766.51;22;5;10;5;543;2024-03-07;2
7009;2024-03-05 08:45:38;149557399.03;3;0;6;0;501;2024-03-06;1
7010;2024-03-05 08:48:33;126300542.19;18;2;3;2;3764;2024-03-07;2
7011;2024-03-05 08:49:59;27563312.25;23;1;6;1;1450;2024-03-06;1
7012;2024-03-05 08:50:29;154482502.5;17;1;3;1;1461;2024-03-06;1
7013;2024-03-05 08:50:57;27261182.24;22;0;14;0;6322;2024-03-07;2
7014;2024-03-05 08:52:19;218236303.26;10;0;2;0;6805;2024-03-07;2
7015;2024-03-05 08:52:27;71628885.99;5;1;2;1;6982;2024-03-07;2
7016;2024-03-05 08:53:11;69194984.05;14;0;26;0;7463;2024-03-05;1
7017;2024-03-05 08:53:53;312581309.71;26;7;10;7;3471;2024-03-07;2
7018;2024-03-05 08:54:00;451583388.39;16;8;24;8;525;2024-03-07;2
7019;2024-03-05 08:54:33;185758660.9;11;0;5;0;1189;2024-03-07;2
7020;2024-03-05 08:55:42;47195044.03;19;6;1;6;664;2024-03-07;2
7021;2024-03-05 08:55:50;30959753.1;3;0;23;0;2823;2024-03-06;1
7022;2024-03-05 08:57:01;72957952.75;10;0;16;0;2534;2024-03-07;2
7023;2024-03-05 08:57:45;111164797.2;6;8;8;8;6198;2024-03-06;1
7024;2024-03-05 08:59:31;148399606.26;8;3;12;3;3189;2024-03-07;2
7025;2024-03-05 08:59:53;143578505.85;26;0;15;0;5078;2024-03-07;2
7026;2024-03-05 09:00:15;277658301.85;21;0;30;0;1322;2024-03-06;2
7027;2024-03-05 09:00:18;180748497.83;17;0;30;0;2762;2024-03-06;2
7028;2024-03-05 09:00:21;87028277.91;14;6;8;6;5910;2024-03-07;2
7029;2024-03-05 09:01:15;121556939.86;3;0;2;0;6559;2024-03-07;2
7030;2024-03-05 09:01:33;64151280.82;2;0;12;0;4914;2024-03-07;2
7031;2024-03-05 09:02:02;66997449.49;3;8;11;8;6227;2024-03-07;2
7032;2024-03-05 09:02:47;29998900.23;29;6;25;6;4082;2024-03-07;2
7033;2024-03-05 09:03:18;165483980.82;26;6;9;6;6216;2024-03-06;1
7034;2024-03-05 09:03:50;318192266.37;6;6;10;6;310;2024-03-07;2
7035;2024-03-05 09:04:26;36892328.93;3;0;14;0;6341;2024-03-06;1
7036;2024-03-05 09:04:40;64887303.9;6;5;28;5;3049;2024-03-07;2
7037;2024-03-05 09:06:03;187608481.23;4;1;26;1;2479;2024-03-07;2
7038;2024-03-05 09:06:03;66432007.69;9;0;27;0;2092;2024-03-07;2
7039;2024-03-05 09:06:32;212215944.7;28;0;22;0;1371;2024-03-07;2
7040;2024-03-05 09:07:41;146988340.7;21;6;8;6;6698;2024-03-07;2
7041;2024-03-05 09:07:57;35527489.1;27;0;6;0;4659;2024-03-06;2
7042;2024-03-05 09:08:11;19321021.88;23;0;3;0;4457;2024-03-07;2
7043;2024-03-05 09:08:49;73326683.28;19;6;18;6;7443;2024-03-07;2
7044;2024-03-05 09:09:16;303789189.56;6;6;21;6;711;2024-03-07;2
7045;2024-03-05 09:12:17;81369733.74;14;0;10;0;2034;2024-03-06;1
7046;2024-03-05 09:13:43;95245774.61;16;5;27;5;1571;2024-03-07;2
7047;2024-03-05 09:13:57;41442670.41;26;6;9;6;5302;2024-03-07;2
7048;2024-03-05 09:13:59;95283006.7;1;0;30;0;6134;2024-03-07;2
7049;2024-03-05 09:14:12;67977603.71;11;0;17;0;3192;2024-03-06;2
7050;2024-03-05 09:15:23;110002507.27;1;0;9;0;6351;2024-03-06;2
7051;2024-03-05 09:16:07;113948943.84;16;6;4;6;6485;2024-03-07;2
7052;2024-03-05 09:16:37;262244259.54;22;0;7;0;5918;2024-03-06;1
7053;2024-03-05 09:17:27;67878403.68;17;3;14;3;2392;2024-03-07;2
7054;2024-03-05 09:18:58;58853385.68;28;6;13;6;4764;2024-03-07;2
7055;2024-03-05 09:20:08;120133472.21;13;3;10;3;2767;2024-03-07;2
7056;2024-03-05 09:20:08;56393549.23;22;2;21;2;996;2024-03-06;1
7057;2024-03-05 09:20:49;115764043.67;8;6;1;6;5006;2024-03-07;2
7058;2024-03-05 09:21:03;54693893.6;19;1;15;1;3664;2024-03-07;2
7059;2024-03-05 09:21:19;379461155.48;10;7;19;7;971;2024-03-07;2
7060;2024-03-05 09:22:04;182942041.48;24;0;14;0;4242;2024-03-07;2
7061;2024-03-05 09:22:35;52295276.12;25;0;27;0;5914;2024-03-07;2
7062;2024-03-05 09:24:56;224145266.25;13;0;28;0;2160;2024-03-06;2
7063;2024-03-05 09:25:42;113562157.92;3;0;7;0;1269;2024-03-07;2
7064;2024-03-05 09:26:45;139685407.58;5;7;14;7;6325;2024-03-07;2
7065;2024-03-05 09:27:19;117248066.94;2;2;28;2;3224;2024-03-07;2
7066;2024-03-05 09:28:03;106839917.88;5;0;6;0;4145;2024-03-07;2
7067;2024-03-05 09:28:05;116858089.54;2;0;14;0;4574;2024-03-07;2
7068;2024-03-05 09:28:14;49837835.59;23;0;20;0;7393;2024-03-07;2
7069;2024-03-05 09:28:23;370271402.31;27;2;17;2;2756;2024-03-07;2
7070;2024-03-05 09:29:08;123848239.92;18;2;3;2;11;2024-03-06;1
7071;2024-03-05 09:29:37;164833409.41;24;0;1;0;1581;2024-03-07;2
7072;2024-03-05 09:30:02;50133031.68;20;5;5;5;2406;2024-03-07;2
7073;2024-03-05 09:30:26;67886689.28;24;4;3;4;3992;2024-03-07;2
7074;2024-03-05 09:31:04;208082415.91;29;0;19;0;495;2024-03-07;2
7075;2024-03-05 09:31:32;103888228.76;18;0;22;0;6215;2024-03-05;1
7076;2024-03-05 09:31:55;237736339.71;11;0;27;0;2093;2024-03-07;2
7077;2024-03-05 09:33:01;48044796.85;6;0;30;0;3285;2024-03-07;2
7078;2024-03-05 09:34:08;111750657.09;9;5;1;5;6558;2024-03-07;2
7079;2024-03-05 09:34:11;101440974.88;11;8;18;8;5831;2024-03-06;1
7080;2024-03-05 09:37:10;329881397.76;15;8;30;8;4439;2024-03-07;2
7081;2024-03-05 09:37:15;84256872.02;16;0;23;0;2640;2024-03-07;2
7082;2024-03-05 09:37:26;47638845.23;27;3;13;3;5959;2024-03-07;2
7083;2024-03-05 09:37:57;12878089.22;16;0;6;0;2532;2024-03-07;2
7084;2024-03-05 09:39:46;127328107.82;1;3;2;3;6570;2024-03-07;2
7085;2024-03-05 09:40:01;136629538.52;11;0;14;0;4021;2024-03-07;2
7086;2024-03-05 09:40:05;28592125.4;5;0;21;0;54;2024-03-06;2
7087;2024-03-05 09:40:13;175546662.3;10;0;8;0;7466;2024-03-07;2
7088;2024-03-05 09:40:16;104999042.72;11;0;19;0;1685;2024-03-07;2
7089;2024-03-05 09:40:41;77343812.03;8;0;10;0;6830;2024-03-05;1
7090;2024-03-05 09:40:49;329246697.24;27;8;22;8;1510;2024-03-06;1
7091;2024-03-05 09:41:54;81369733.74;10;2;14;2;2034;2024-03-06;1
7092;2024-03-05 09:42:39;45977597.23;18;0;21;0;2869;2024-03-07;2
7093;2024-03-05 09:43:01;54181339.84;15;7;29;7;4521;2024-03-07;2
7094;2024-03-05 09:43:17;67000089.25;5;1;6;1;3258;2024-03-07;2
7095;2024-03-05 09:44:24;30803230.55;11;0;25;0;6005;2024-03-07;2
7096;2024-03-05 09:44:28;220347093.8;26;0;16;0;5555;2024-03-07;2
7097;2024-03-05 09:44:51;76236275.38;17;0;18;0;6987;2024-03-07;2
7098;2024-03-05 09:45:03;449798915.23;24;0;14;0;7326;2024-03-06;1
7099;2024-03-05 09:45:26;142791556.71;19;8;29;8;6031;2024-03-07;2
7100;2024-03-05 09:46:15;340564385.01;28;0;16;0;973;2024-03-05;1
7101;2024-03-05 09:46:28;264033697.17;18;1;29;1;1481;2024-03-07;2
7102;2024-03-05 09:46:44;117222908.62;4;0;5;0;5699;2024-03-06;2
7103;2024-03-05 09:46:53;57667853.98;29;8;15;8;7419;2024-03-07;2
7104;2024-03-05 09:47:18;141324290.14;27;6;12;6;4225;2024-03-07;2
7105;2024-03-05 09:47:35;154482502.5;3;0;17;0;1461;2024-03-06;1
7106;2024-03-05 09:48:13;260229345.38;10;0;5;0;1083;2024-03-07;2
7107;2024-03-05 09:48:18;78472276.19;22;0;10;0;6669;2024-03-07;2
7108;2024-03-05 09:48:19;27558983.69;23;1;22;1;3529;2024-03-06;1
7109;2024-03-05 09:49:05;45977597.23;21;1;18;1;2869;2024-03-07;2
7110;2024-03-05 09:49:08;221337123.16;22;0;7;0;4850;2024-03-06;2
7111;2024-03-05 09:49:42;255448034.44;5;0;16;0;5548;2024-03-06;1
7112;2024-03-05 09:50:47;115593734.63;8;0;2;0;2228;2024-03-06;2
7113;2024-03-05 09:51:47;50087011.43;14;0;26;0;5218;2024-03-07;2
7114;2024-03-05 09:51:52;53114973.32;18;5;11;5;2476;2024-03-07;2
7115;2024-03-05 09:52:35;103099186.69;16;0;29;0;4870;2024-03-06;1
7116;2024-03-05 09:52:38;66475132.45;9;0;3;0;799;2024-03-07;2
7117;2024-03-05 09:53:02;343537972.26;30;0;5;0;2082;2024-03-06;2
7118;2024-03-05 09:54:04;240193440.82;24;5;9;5;3168;2024-03-07;2
7119;2024-03-05 09:54:20;352533971.72;19;1;28;1;3735;2024-03-07;2
7120;2024-03-05 09:54:44;161498171.01;2;0;30;0;6248;2024-03-07;2
7121;2024-03-05 09:55:26;266365678.99;21;0;23;0;2651;2024-03-07;2
7122;2024-03-05 09:55:27;104197259.57;29;0;25;0;4119;2024-03-07;2
7123;2024-03-05 09:55:35;21626324.95;18;0;1;0;4754;2024-03-07;2
7124;2024-03-05 09:55:50;40902377.84;27;5;18;5;4240;2024-03-07;2
7125;2024-03-05 09:56:18;115883841.92;8;0;24;0;2242;2024-03-07;2
7126;2024-03-05 09:56:40;121198573.56;12;7;18;7;5572;2024-03-07;2
7127;2024-03-05 09:57:10;219459376.61;10;3;19;3;3592;2024-03-07;2
7128;2024-03-05 09:58:03;18990104.03;25;0;29;0;1807;2024-03-06;2
7129;2024-03-05 09:59:11;165483980.82;9;0;26;0;6216;2024-03-06;1
7130;2024-03-05 09:59:35;77885689.24;28;0;30;0;4375;2024-03-07;2
7131;2024-03-05 09:59:54;40897439.44;10;8;3;8;2005;2024-03-06;1
7132;2024-03-05 10:00:06;165736779.01;6;1;5;1;4853;2024-03-07;2
7133;2024-03-05 10:00:27;311981138.83;18;2;17;2;6180;2024-03-07;2
7134;2024-03-05 10:01:02;211410766.51;10;0;22;0;543;2024-03-07;2
7135;2024-03-05 10:01:13;55972742.99;25;0;30;0;6217;2024-03-07;2
7136;2024-03-05 10:03:19;189054112.46;26;6;29;6;5378;2024-03-07;2
7137;2024-03-05 10:03:44;305743678.85;21;0;2;0;7022;2024-03-06;2
7138;2024-03-05 10:04:44;26712097.22;19;6;2;6;3798;2024-03-07;2
7139;2024-03-05 10:04:48;181119134.17;6;6;29;6;6455;2024-03-07;2
7140;2024-03-05 10:05:36;174862382.15;23;3;7;3;3835;2024-03-07;2
7141;2024-03-05 10:06:10;329631893.03;25;8;30;8;6462;2024-03-07;2
7142;2024-03-05 10:06:15;7464222.43;5;1;16;1;3581;2024-03-07;2
7143;2024-03-05 10:06:22;194092599.01;17;8;21;8;1877;2024-03-07;2
7144;2024-03-05 10:06:31;191065721.59;9;0;17;0;6511;2024-03-06;2
7145;2024-03-05 10:06:35;152773333.05;21;1;18;1;1919;2024-03-07;2
7146;2024-03-05 10:06:46;89602229.92;3;0;6;0;2308;2024-03-07;2
7147;2024-03-05 10:07:00;62423048.32;29;7;15;7;5242;2024-03-07;2
7148;2024-03-05 10:08:11;281610609.09;16;7;10;7;3953;2024-03-07;2
7149;2024-03-05 10:08:35;240228306.84;6;2;28;2;783;2024-03-07;2
7150;2024-03-05 10:08:37;122046599.35;28;6;30;6;2021;2024-03-07;2
7151;2024-03-05 10:09:52;258020120.82;20;6;29;6;1756;2024-03-06;1
7152;2024-03-05 10:11:10;192372880.7;4;7;12;7;3333;2024-03-07;2
7153;2024-03-05 10:11:31;121625977.29;18;0;21;0;2393;2024-03-07;2
7154;2024-03-05 10:11:33;44792373.86;2;0;23;0;1810;2024-03-07;2
7155;2024-03-05 10:11:38;212914503.69;13;0;1;0;6535;2024-03-06;2
7156;2024-03-05 10:11:46;96234125.6;8;0;13;0;3733;2024-03-07;2
7157;2024-03-05 10:12:03;111046630.58;5;0;6;0;597;2024-03-07;2
7158;2024-03-05 10:12:26;380170210.11;18;5;22;5;702;2024-03-07;2
7159;2024-03-05 10:12:28;78962921.89;5;4;16;4;972;2024-03-07;2
7160;2024-03-05 10:13:21;124876142.63;5;6;4;6;2003;2024-03-07;2
7161;2024-03-05 10:13:24;289840800.47;27;7;22;7;6872;2024-03-07;2
7162;2024-03-05 10:13:35;105060065.98;12;0;30;0;3647;2024-03-07;2
7163;2024-03-05 10:14:30;237848663.48;13;0;2;0;5278;2024-03-06;2
7164;2024-03-05 10:14:32;99013292.84;4;0;27;0;3259;2024-03-06;1
7165;2024-03-05 10:14:45;50973807.48;23;0;15;0;4447;2024-03-05;1
7166;2024-03-05 10:15:10;209823989.05;10;0;5;0;47;2024-03-07;2
7167;2024-03-05 10:15:12;35521570.45;17;1;6;1;5113;2024-03-07;2
7168;2024-03-05 10:15:16;153203813.36;27;4;18;4;6443;2024-03-07;2
7169;2024-03-05 10:15:33;68986180.38;25;4;7;4;6440;2024-03-07;2
7170;2024-03-05 10:16:59;49837835.59;20;4;23;4;7393;2024-03-07;2
7171;2024-03-05 10:17:12;188348830.63;5;0;16;0;209;2024-03-07;2
7172;2024-03-05 10:17:29;101689862.5;26;0;12;0;6123;2024-03-06;1
7173;2024-03-05 10:17:37;210008786.54;22;0;24;0;3691;2024-03-06;2
7174;2024-03-05 10:18:33;54181339.84;29;0;15;0;4521;2024-03-07;2
7175;2024-03-05 10:18:53;93988481.93;5;0;3;0;6006;2024-03-06;1
7176;2024-03-05 10:19:06;31152587.08;23;5;3;5;77;2024-03-07;2
7177;2024-03-05 10:20:06;84449563.68;16;0;24;0;4367;2024-03-06;2
7178;2024-03-05 10:20:12;456876605.51;13;0;4;0;5530;2024-03-07;2
7179;2024-03-05 10:21:04;41638800.06;11;8;18;8;459;2024-03-06;1
7180;2024-03-05 10:21:11;23942660.09;18;0;30;0;5824;2024-03-06;1
7181;2024-03-05 10:21:23;228773565.73;27;8;7;8;7223;2024-03-07;2
7182;2024-03-05 10:21:50;79801793.18;5;6;14;6;6883;2024-03-07;2
7183;2024-03-05 10:21:56;81900552.14;13;8;7;8;4898;2024-03-07;2
7184;2024-03-05 10:22:02;172940392.75;12;0;1;0;365;2024-03-06;1
7185;2024-03-05 10:23:16;117267912.91;20;5;5;5;2054;2024-03-07;2
7186;2024-03-05 10:23:20;431171464.45;6;7;13;7;5332;2024-03-07;2
7187;2024-03-05 10:23:53;28348335.32;23;0;5;0;6597;2024-03-07;2
7188;2024-03-05 10:24:10;88678990.44;16;0;20;0;5940;2024-03-06;2
7189;2024-03-05 10:24:23;118055194.59;21;0;13;0;7265;2024-03-06;2
7190;2024-03-05 10:25:35;264606584.56;28;0;24;0;4414;2024-03-07;2
7191;2024-03-05 10:25:40;315144319.69;24;0;13;0;1410;2024-03-06;2
7192;2024-03-05 10:25:41;10153585.9;13;8;25;8;65;2024-03-07;2
7193;2024-03-05 10:25:44;71595201.86;14;0;21;0;1267;2024-03-07;2
7194;2024-03-05 10:25:49;153203813.36;18;0;27;0;6443;2024-03-07;2
7195;2024-03-05 10:26:41;141210944.27;26;0;21;0;1464;2024-03-07;2
7196;2024-03-05 10:27:44;102388632.61;18;7;21;7;7236;2024-03-07;2
7197;2024-03-05 10:28:16;160558923.73;27;1;20;1;2069;2024-03-06;1
7198;2024-03-05 10:28:35;234988177.57;21;0;19;0;1863;2024-03-06;1
7199;2024-03-05 10:28:58;292402006.33;26;5;29;5;4377;2024-03-07;2
7200;2024-03-05 10:29:14;370429965.54;28;0;11;0;2430;2024-03-07;2
7201;2024-03-05 10:29:21;165059063.41;9;2;26;2;1212;2024-03-07;2
7202;2024-03-05 10:29:51;209344204.04;13;6;19;6;1827;2024-03-07;2
7203;2024-03-05 10:30:43;172242244.6;21;6;29;6;2167;2024-03-07;2
7204;2024-03-05 10:32:09;159409917.93;29;2;27;2;5097;2024-03-07;2
7205;2024-03-05 10:32:46;25683005.17;29;0;22;0;2874;2024-03-06;2
7206;2024-03-05 10:34:24;65525110.75;2;0;13;0;2821;2024-03-07;2
7207;2024-03-05 10:34:32;238049693.79;13;0;26;0;3885;2024-03-07;2
7208;2024-03-05 10:34:50;124276002.13;29;4;12;4;1289;2024-03-07;2
7209;2024-03-05 10:35:14;209823989.05;5;2;10;2;47;2024-03-07;2
7210;2024-03-05 10:35:53;29730786.33;10;8;23;8;5494;2024-03-07;2
7211;2024-03-05 10:36:05;36612478.4;24;7;23;7;4076;2024-03-07;2
7212;2024-03-05 10:36:57;217855367.91;17;5;10;5;7480;2024-03-07;2
7213;2024-03-05 10:39:58;132724110.86;13;0;3;0;4747;2024-03-07;2
7214;2024-03-05 10:40:08;57003308.5;1;1;9;1;6712;2024-03-07;2
7215;2024-03-05 10:40:19;74059010.56;23;1;16;1;4706;2024-03-07;2
7216;2024-03-05 10:40:35;96992604.52;2;0;21;0;1208;2024-03-06;2
7217;2024-03-05 10:40:44;124216890.83;18;0;11;0;273;2024-03-07;2
7218;2024-03-05 10:40:45;145079913.22;7;4;9;4;1181;2024-03-07;2
7219;2024-03-05 10:40:53;261131459.61;17;0;13;0;2693;2024-03-05;1
7220;2024-03-05 10:41:39;51479595.82;29;4;25;4;5204;2024-03-07;2
7221;2024-03-05 10:42:21;445301633.95;20;6;13;6;976;2024-03-07;2
7222;2024-03-05 10:42:22;175859757.02;19;6;28;6;5804;2024-03-07;2
7223;2024-03-05 10:42:22;91952999.17;27;5;16;5;5550;2024-03-07;2
7224;2024-03-05 10:43:23;389089730.74;24;0;3;0;6148;2024-03-07;2
7225;2024-03-05 10:45:51;119180479.83;30;0;7;0;4576;2024-03-06;2
7226;2024-03-05 10:45:57;174978029.01;16;8;9;8;4755;2024-03-07;2
7227;2024-03-05 10:47:02;111399715.31;24;6;23;6;3651;2024-03-07;2
7228;2024-03-05 10:47:37;18627570.5;25;5;23;5;1226;2024-03-07;2
7229;2024-03-05 10:49:28;56758672.67;5;0;7;0;6533;2024-03-07;2
7230;2024-03-05 10:50:10;230726512.35;7;0;14;0;6114;2024-03-07;2
7231;2024-03-05 10:50:12;54052358.84;17;0;1;0;4040;2024-03-06;1
7232;2024-03-05 10:50:13;336504629.58;19;1;24;1;2354;2024-03-07;2
7233;2024-03-05 10:50:18;193625661.01;26;4;24;4;5132;2024-03-07;2
7234;2024-03-05 10:50:36;105693787.74;2;0;29;0;5202;2024-03-07;2
7235;2024-03-05 10:50:50;457739888.99;29;8;24;8;2064;2024-03-07;2
7236;2024-03-05 10:51:03;48679532.43;25;5;23;5;893;2024-03-07;2
7237;2024-03-05 10:51:48;179814923.85;29;2;28;2;6284;2024-03-07;2
7238;2024-03-05 10:51:49;135149091.66;24;0;9;0;3669;2024-03-06;2
7239;2024-03-05 10:53:04;276515993.55;26;5;28;5;6773;2024-03-07;2
7240;2024-03-05 10:53:06;376070638.62;8;4;24;4;1988;2024-03-07;2
7241;2024-03-05 10:53:07;60684761.63;7;6;30;6;536;2024-03-07;2
7242;2024-03-05 10:53:28;74944140.77;8;0;6;0;283;2024-03-06;2
7243;2024-03-05 10:53:52;40897439.44;3;0;10;0;2005;2024-03-06;1
7244;2024-03-05 10:54:36;62090168.0;30;5;23;5;3346;2024-03-07;2
7245;2024-03-05 10:54:44;187249307.98;24;0;4;0;7439;2024-03-07;2
7246;2024-03-05 10:55:18;286945294.18;27;5;29;5;916;2024-03-07;2
7247;2024-03-05 10:55:18;273462439.02;8;3;24;3;4520;2024-03-07;2
7248;2024-03-05 10:56:57;52933368.58;23;0;30;0;1190;2024-03-07;2
7249;2024-03-05 10:57:31;135177735.75;2;6;1;6;3356;2024-03-07;2
7250;2024-03-05 10:58:47;80603153.41;5;1;14;1;1554;2024-03-07;2
7251;2024-03-05 10:58:56;68727727.76;14;7;10;7;3740;2024-03-06;1
7252;2024-03-05 10:59:04;96175509.24;15;0;5;0;5631;2024-03-07;2
7253;2024-03-05 11:00:59;297441189.09;10;0;3;0;3532;2024-03-06;2
7254;2024-03-05 11:01:11;320286525.3;12;5;13;5;4734;2024-03-07;2
7255;2024-03-05 11:01:29;346462342.92;30;0;22;0;6753;2024-03-07;2
7256;2024-03-05 11:02:01;163221499.82;17;5;10;5;947;2024-03-07;2
7257;2024-03-05 11:02:22;97257503.07;7;5;4;5;2755;2024-03-07;2
7258;2024-03-05 11:02:48;123853205.17;10;6;18;6;4506;2024-03-07;2
7259;2024-03-05 11:03:27;24158392.59;5;0;21;0;4272;2024-03-07;2
7260;2024-03-05 11:03:43;104295056.81;8;0;6;0;1143;2024-03-06;1
7261;2024-03-05 11:04:33;71628885.99;2;0;5;0;6982;2024-03-07;2
7262;2024-03-05 11:04:39;85476271.49;4;0;23;0;5474;2024-03-07;2
7263;2024-03-05 11:05:00;120133472.21;10;0;13;0;2767;2024-03-07;2
7264;2024-03-05 11:05:02;90492896.67;7;7;9;7;4480;2024-03-07;2
7265;2024-03-05 11:05:28;30591570.93;10;4;23;4;534;2024-03-07;2
7266;2024-03-05 11:06:19;28268281.76;19;0;14;0;3055;2024-03-05;1
7267;2024-03-05 11:07:08;186542107.9;29;7;7;7;6556;2024-03-07;2
7268;2024-03-05 11:07:17;337283898.14;9;0;1;0;6629;2024-03-07;2
7269;2024-03-05 11:07:32;198549450.83;23;2;30;2;6332;2024-03-07;2
7270;2024-03-05 11:08:27;247012870.23;21;5;28;5;2425;2024-03-07;2
7271;2024-03-05 11:08:36;159716702.83;18;3;30;3;369;2024-03-07;2
7272;2024-03-05 11:09:25;45436449.13;3;2;23;2;4831;2024-03-06;1
7273;2024-03-05 11:09:41;110386210.59;20;0;24;0;6887;2024-03-07;2
7274;2024-03-05 11:11:00;69164493.33;9;4;15;4;6191;2024-03-07;2
7275;2024-03-05 11:11:10;83624383.96;25;0;16;0;6702;2024-03-06;1
7276;2024-03-05 11:11:12;68195559.19;26;0;20;0;699;2024-03-06;2
7277;2024-03-05 11:11:30;135475863.5;14;3;10;3;1859;2024-03-07;2
7278;2024-03-05 11:11:32;126300542.19;3;0;18;0;3764;2024-03-07;2
7279;2024-03-05 11:11:33;173354780.54;22;0;25;0;3908;2024-03-07;2
7280;2024-03-05 11:12:28;171121788.1;14;4;15;4;4234;2024-03-07;2
7281;2024-03-05 11:13:23;163369317.03;25;5;21;5;4502;2024-03-07;2
7282;2024-03-05 11:13:28;74798187.55;20;0;30;0;2863;2024-03-06;2
7283;2024-03-05 11:15:28;65376493.94;12;3;1;3;2933;2024-03-07;2
7284;2024-03-05 11:16:16;74900989.11;24;0;3;0;4140;2024-03-06;1
7285;2024-03-05 11:16:18;165222589.78;9;0;29;0;5823;2024-03-07;2
7286;2024-03-05 11:16:31;147931249.44;23;8;26;8;3722;2024-03-06;1
7287;2024-03-05 11:17:53;115883841.92;24;7;8;7;2242;2024-03-07;2
7288;2024-03-05 11:19:01;438190546.02;22;0;8;0;5373;2024-03-06;2
7289;2024-03-05 11:19:03;110933177.34;19;8;4;8;2456;2024-03-07;2
7290;2024-03-05 11:19:24;105196343.03;23;6;18;6;7131;2024-03-07;2
7291;2024-03-05 11:19:42;106839917.88;6;8;5;8;4145;2024-03-07;2
7292;2024-03-05 11:20:04;56571414.89;18;5;12;5;4793;2024-03-06;1
7293;2024-03-05 11:20:17;158115817.81;22;1;18;1;1146;2024-03-06;1
7294;2024-03-05 11:20:23;122046599.35;30;0;28;0;2021;2024-03-07;2
7295;2024-03-05 11:20:38;36426934.34;7;8;25;8;114;2024-03-07;2
7296;2024-03-05 11:20:59;151080544.81;22;4;7;4;7205;2024-03-06;1
7297;2024-03-05 11:21:25;114328557.65;26;3;14;3;5188;2024-03-07;2
7298;2024-03-05 11:22:07;131029523.05;23;6;22;6;527;2024-03-07;2
7299;2024-03-05 11:22:33;240274013.41;2;0;13;0;3120;2024-03-06;1
7300;2024-03-05 11:22:40;233832463.64;29;0;16;0;6544;2024-03-07;2
7301;2024-03-05 11:23:36;191147873.38;8;4;12;4;7150;2024-03-07;2
7302;2024-03-05 11:24:04;69481360.9;6;4;25;4;2949;2024-03-06;1
7303;2024-03-05 11:24:43;43445012.89;16;0;4;0;2338;2024-03-07;2
7304;2024-03-05 11:25:07;318057127.68;19;0;17;0;1596;2024-03-06;2
7305;2024-03-05 11:25:12;165625299.68;3;7;2;7;2544;2024-03-07;2
7306;2024-03-05 11:26:02;118783116.73;15;0;24;0;4920;2024-03-07;2
7307;2024-03-05 11:26:34;321192812.76;13;0;16;0;1200;2024-03-07;2
7308;2024-03-05 11:27:01;57003308.5;9;0;1;0;6712;2024-03-07;2
7309;2024-03-05 11:27:55;143781455.58;14;1;5;1;3931;2024-03-07;2
7310;2024-03-05 11:28:39;53873301.65;29;8;25;8;4579;2024-03-07;2
7311;2024-03-05 11:28:56;46380380.65;12;6;29;6;2796;2024-03-07;2
7312;2024-03-05 11:29:32;29730786.33;23;0;10;0;5494;2024-03-07;2
7313;2024-03-05 11:29:51;48367046.63;25;0;19;0;4904;2024-03-07;2
7314;2024-03-05 11:30:08;178646586.86;13;0;16;0;1918;2024-03-06;1
7315;2024-03-05 11:30:10;318144049.91;17;0;27;0;5055;2024-03-07;2
7316;2024-03-05 11:31:35;96451558.95;7;5;4;5;1998;2024-03-07;2
7317;2024-03-05 11:31:46;154940875.64;18;0;23;0;675;2024-03-07;2
7318;2024-03-05 11:31:49;105497831.75;16;1;11;1;2475;2024-03-07;2
7319;2024-03-05 11:31:53;55509969.38;14;0;11;0;7016;2024-03-07;2
7320;2024-03-05 11:33:18;128101480.87;4;0;7;0;4658;2024-03-06;2
7321;2024-03-05 11:33:48;64036125.95;18;2;1;2;763;2024-03-07;2
7322;2024-03-05 11:34:33;72641071.13;6;0;21;0;5958;2024-03-06;2
7323;2024-03-05 11:35:16;157709615.29;27;0;10;0;6323;2024-03-06;1
7324;2024-03-05 11:36:09;87272691.27;23;0;25;0;515;2024-03-07;2
7325;2024-03-05 11:36:11;240209237.99;11;0;23;0;2173;2024-03-06;2
7326;2024-03-05 11:36:22;150807783.05;15;0;12;0;3970;2024-03-06;1
7327;2024-03-05 11:38:11;197665496.33;26;0;12;0;755;2024-03-07;2
7328;2024-03-05 11:38:21;21774893.86;25;0;19;0;3063;2024-03-07;2
